Time,Load,Crosshead,Extensometer
73.659,6341.66,1.838336,0.080549
73.759,6350.207,1.840897,0.080733
73.859,6357.167,1.843339,0.080821
73.959,6364.755,1.84584,0.080963
74.059,6372.919,1.848401,0.081057
74.159,6379.874,1.850903,0.081301
74.259,6387.113,1.853404,0.081429
74.359,6394.455,1.855906,0.081603
74.459,6401.656,1.858407,0.081796
74.559,6408.715,1.860849,0.081896
74.659,6416.345,1.86335,0.082052
74.759,6424.877,1.865911,0.082269
74.859,6431.325,1.868353,0.082456
74.959,6438.732,1.870855,0.082505
75.059,6445.778,1.873356,0.082839
75.159,6452.307,1.875798,0.083042
75.259,6458.976,1.8783,0.083115
75.359,6468.094,1.880861,0.083346
75.459,6474.763,1.883362,0.083564
75.559,6481.66,1.885804,0.083738
75.659,6488.914,1.888365,0.083949
75.759,6496.711,1.890867,0.084193
75.859,6502.926,1.893308,0.084413
75.959,6509.728,1.895869,0.084523
76.059,6517.018,1.89843,0.084811
76.159,6523.18,1.900872,0.085108
76.259,6530.372,1.903374,0.085302
76.359,6538.075,1.905935,0.085561
76.459,6544.163,1.908377,0.085801
76.559,6550.411,1.910878,0.086009
76.659,6557.553,1.91338,0.086233
76.759,6563.581,1.915881,0.086465
76.859,6569.559,1.918323,0.086737
76.959,6575.605,1.920824,0.086998
77.059,6582.466,1.923326,0.087299
77.159,6588.256,1.925768,0.087462
77.259,6594.747,1.928269,0.087777
77.359,6602.172,1.93083,0.088045
77.459,6607.689,1.933272,0.088331
77.559,6613.534,1.935774,0.08857
77.659,6619.449,1.938335,0.088913
77.759,6624.908,1.940777,0.089181
77.859,6630.531,1.943278,0.089512
77.959,6637.256,1.945899,0.089839
78.059,6642.371,1.948341,0.090244
78.159,6648.069,1.950842,0.090478
78.259,6653.338,1.953403,0.090799
78.359,6658.797,1.955845,0.091194
78.459,6664.011,1.958287,0.091497
78.559,6668.952,1.960848,0.091937
78.659,6674.668,1.963349,0.092249
78.759,6678.603,1.965851,0.09267
78.859,6683.959,1.968293,0.09298
78.959,6689.795,1.970854,0.093455
79.059,6693.708,1.973296,0.093791
79.159,6699.015,1.975738,0.094306
79.259,6703.643,1.978299,0.094702
79.359,6707.9,1.9808,0.095182
79.459,6712.346,1.983242,0.09559
79.559,6716.932,1.985803,0.096114
79.659,6721.128,1.988364,0.096573
79.759,6725.001,1.990806,0.097114
79.859,6729.328,1.993307,0.097631
79.959,6734.171,1.995868,0.098136
80.059,6737.369,1.99831,0.098625
80.159,6740.774,2.000812,0.099163
80.259,6745.018,2.003373,0.099734
80.359,6747.817,2.005815,0.100306
80.459,6751.093,2.008316,0.100864
80.559,6754.736,2.010877,0.101437
80.659,6758.459,2.013379,0.10212
80.759,6761.204,2.015761,0.102654
80.859,6764.603,2.018322,0.103189
80.959,6767.265,2.020764,0.103919
81.059,6770.034,2.023206,0.10461
81.159,6773.133,2.025707,0.105082
81.259,6776.504,2.028268,0.105872
81.359,6778.332,2.03077,0.106452
81.459,6781.336,2.033271,0.10716
81.559,6784.004,2.035832,0.107795
81.659,6786.609,2.038274,0.108559
81.759,6788.821,2.040716,0.109165
81.859,6791.993,2.043336,0.110011
81.959,6794.283,2.045838,0.1107
82.059,6796.291,2.04828,0.111406
82.159,6798.748,2.050841,0.11213
82.259,6801.039,2.053342,0.112909
82.359,6802.273,2.055784,0.113622
82.459,6805.438,2.058345,0.114419
82.559,6807.921,2.060847,0.115132
82.659,6808.969,2.063289,0.115987
82.759,6811.861,2.06579,0.116677
82.859,6813.5,2.068291,0.117553
82.959,6814.581,2.070793,0.118291
83.059,6816.944,2.073235,0.119125
83.159,6819.105,2.075796,0.119933
83.259,6820.642,2.078297,0.120779
83.359,6822.625,2.080739,0.121577
83.459,6825.117,2.0833,0.122387
83.559,6826.149,2.085802,0.123258
83.659,6827.647,2.088244,0.12416
83.759,6829.313,2.090805,0.124985
83.859,6831.54,2.093366,0.125957
83.959,6832.157,2.095867,0.12675
84.059,6833.285,2.098369,0.127651
84.159,6834.913,2.10087,0.128464
84.259,6836.711,2.103312,0.129394
84.359,6837.461,2.105813,0.130127
84.459,6839.744,2.108315,0.131092
84.559,6840.789,2.110817,0.131959
84.659,6841.745,2.113258,0.13283
84.759,6843.215,2.11576,0.1337
84.859,6844.523,2.118261,0.134654
84.959,6845.07,2.120703,0.135494
85.059,6847.111,2.123264,0.136398
85.159,6849.275,2.125766,0.137305
85.259,6849.544,2.128207,0.138227
85.359,6850.931,2.130709,0.139132
85.459,6852.662,2.13327,0.140109
85.559,6853.005,2.135772,0.141033
85.659,6854.213,2.138273,0.141927
85.759,6855.986,2.140834,0.142834
85.859,6856.674,2.143335,0.14378
85.959,6857.686,2.145777,0.144718
86.059,6858.8,2.148338,0.145687
86.159,6860.358,2.15084,0.146691
86.259,6860.823,2.153282,0.147511
86.359,6861.808,2.155783,0.148495
86.459,6863.363,2.158344,0.14943
86.559,6863.603,2.160786,0.15034
86.659,6864.091,2.163287,0.151344
86.759,6865.879,2.165789,0.152303
86.859,6866.944,2.168231,0.153216
86.959,6867.896,2.170732,0.154194
87.059,6869.685,2.173293,0.155165
87.159,6870.118,2.175795,0.156197
87.259,6870.678,2.178237,0.157164
87.359,6871.419,2.180798,0.158128
87.459,6872.557,2.183299,0.159123
87.559,6873.146,2.185741,0.160104
87.659,6874.225,2.188302,0.161093
87.759,6875.779,2.190863,0.162073
87.859,6876.175,2.193305,0.163008
87.959,6877.363,2.195806,0.164026
88.059,6877.979,2.198368,0.164996
88.159,6878.2,2.20081,0.166008
88.259,6878.843,2.203251,0.166995
88.359,6879.522,2.205812,0.168016
88.459,6880.352,2.208314,0.169039
88.559,6880.615,2.210756,0.170003
88.659,6882.167,2.213257,0.170903
88.759,6883.296,2.215759,0.171933
88.859,6883.393,2.2182,0.172854
88.959,6884.342,2.220702,0.173952
89.059,6885.79,2.223263,0.174959
89.159,6885.708,2.225705,0.17593
89.259,6886.473,2.228206,0.176917
89.359,6887.637,2.230767,0.17784
89.459,6887.962,2.233269,0.178892
89.559,6888.556,2.235711,0.179889
89.659,6889.89,2.238272,0.180893
89.759,6890.664,2.240773,0.181929
89.859,6890.633,2.243275,0.182911
89.959,6891.992,2.245776,0.18394
90.059,6892.721,2.248337,0.184885
90.159,6892.83,2.250779,0.185907
90.259,6893.566,2.253281,0.18683
90.359,6895.099,2.255841,0.187926
90.459,6895.163,2.258283,0.188868
90.559,6895.24,2.260725,0.189845
90.659,6896.968,2.263286,0.190876
90.759,6897.138,2.265728,0.19187
90.859,6897.779,2.26817,0.192894
90.959,6899.029,2.270731,0.19389
91.059,6899.262,2.273233,0.194927
91.159,6899.453,2.275734,0.19596
91.259,6900.716,2.278236,0.197048
91.359,6901.508,2.280737,0.197949
91.459,6901.297,2.283179,0.198915
91.559,6902.335,2.28574,0.2
91.659,6885.995,2.286038,0.200598
91.759,6871.947,2.286038,0.200952
91.859,6861.477,2.286038,0.201053
91.959,6853.431,2.286038,0.201275
92.059,6847.17,2.286038,0.201373
92.159,6841.716,2.286038,0.20146
92.259,6836.834,2.286038,0.20156
92.359,6833.346,2.286038,0.20165
92.459,6829.441,2.286038,0.201662
92.559,6826.451,2.286038,0.201772
92.659,6823.781,2.286038,0.201833
92.759,6820.938,2.286038,0.201852
92.859,6818.062,2.286038,0.201895
92.959,6816.181,2.286038,0.201905
93.059,6814.242,2.286038,0.20192
93.159,6812.131,2.286038,0.202021
93.259,6809.948,2.286038,0.201976
93.359,6808.045,2.286038,0.201961
93.459,6806.598,2.286038,0.202021
93.559,6805.057,2.286038,0.202027
93.659,6802.983,2.286097,0.202016
93.759,6802.367,2.286097,0.202114
93.859,6800.567,2.286097,0.202077
93.959,6799.124,2.286097,0.202076
94.059,6797.762,2.286097,0.202246
94.159,6796.684,2.286097,0.202208
94.259,6795.251,2.286097,0.20224
94.359,6794.283,2.286097,0.202149
94.459,6793.232,2.286097,0.202203
94.559,6791.965,2.286097,0.202244
94.659,6790.802,2.286097,0.20222
94.759,6790.03,2.286097,0.202229
94.859,6788.961,2.286097,0.202231
94.959,6788.04,2.286097,0.202303
95.059,6786.761,2.286097,0.202266
95.159,6785.949,2.286097,0.20227
95.259,6785.173,2.286097,0.202208
95.359,6784.24,2.286097,0.202301
95.459,6783.085,2.286097,0.202231
95.559,6782.775,2.286097,0.202282
95.659,6782.152,2.286097,0.202316
95.759,6781.314,2.286097,0.202348
95.859,6780.852,2.286097,0.202356
95.959,6779.76,2.286097,0.202349
96.059,6779.483,2.286097,0.202406
96.159,6778.409,2.286097,0.202388
96.259,6777.842,2.286097,0.202442
96.359,6776.684,2.286097,0.202373
96.459,6776.553,2.286097,0.202422
96.559,6775.731,2.286097,0.202479
96.659,6774.638,2.286097,0.202402
96.759,6774.338,2.286097,0.202409
96.859,6773.348,2.286097,0.202419
96.959,6773.222,2.286097,0.202501
97.059,6772.496,2.286097,0.202533
97.159,6772.121,2.286097,0.202429
97.259,6771.103,2.286097,0.202523
97.359,6770.669,2.286097,0.202461
97.459,6770.013,2.286097,0.202471
97.559,6769.845,2.286097,0.20247
97.659,6768.444,2.286097,0.202524
97.759,6768.509,2.286097,0.20251
97.859,6768.044,2.286097,0.202576
97.959,6767.641,2.286097,0.202559
98.059,6766.53,2.286097,0.20256
98.159,6766.785,2.286097,0.202573
98.259,6766.101,2.286097,0.20255
98.359,6765.179,2.286097,0.202555
98.459,6764.97,2.286097,0.202547
98.559,6764.456,2.286097,0.20255
98.659,6763.888,2.286097,0.202538
98.759,6763.463,2.286097,0.20256
98.859,6762.9,2.286097,0.202557
98.959,6763.207,2.286097,0.20258
99.059,6762.493,2.286097,0.202595
99.159,6761.421,2.286097,0.202622
99.259,6761.331,2.286097,0.202579
99.359,6760.993,2.286097,0.20252
99.459,6760.435,2.286097,0.20258
99.559,6759.964,2.286097,0.202574
99.659,6759.751,2.286097,0.202645
99.759,6759.496,2.286097,0.202577
99.859,6759.304,2.286097,0.202573
99.959,6758.221,2.286097,0.202636
100.059,6758.016,2.286097,0.202592
100.159,6757.507,2.286097,0.202608
100.259,6756.999,2.286097,0.202684
100.359,6757.014,2.286097,0.202708
100.459,6756.918,2.286097,0.20268
100.559,6755.939,2.286097,0.202675
100.659,6756.026,2.286097,0.202578
100.759,6755.822,2.286097,0.202578
100.859,6755.136,2.286097,0.202625
100.959,6755.407,2.286097,0.202631
101.059,6754.634,2.286157,0.202611
101.159,6754.314,2.286157,0.202706
101.259,6753.826,2.286157,0.20267
101.359,6753.426,2.286157,0.202661
101.459,6753.216,2.286157,0.202696
101.559,6753.398,2.286157,0.202651
101.659,6752.669,2.286157,0.202742
101.759,6752.186,2.286157,0.202649
101.859,6752.131,2.286157,0.202749
101.959,6752.132,2.286157,0.202725
102.059,6751.232,2.286157,0.202723
102.159,6751.068,2.286157,0.202661
102.259,6750.733,2.286157,0.202727
102.359,6750.445,2.286157,0.202749
102.459,6750.156,2.286157,0.202684
102.559,6750.214,2.286157,0.202695
102.659,6749.433,2.286157,0.202714
102.759,6749.181,2.286157,0.202656
102.859,6749.214,2.286157,0.202738
102.959,6748.781,2.286157,0.202685
103.059,6748.789,2.286157,0.20276
103.159,6748.565,2.286157,0.202649
103.259,6748,2.286157,0.202736
103.359,6747.523,2.286157,0.202735
103.459,6747.487,2.286157,0.202739
103.559,6747.369,2.286157,0.202777
103.659,6747.264,2.286157,0.202712
103.759,6746.445,2.286157,0.202811
103.859,6746.158,2.286157,0.202683
103.959,6745.953,2.286157,0.202782
104.059,6745.823,2.286157,0.20273
104.159,6745.904,2.286157,0.202649
104.259,6745.434,2.286157,0.202747
104.359,6745.315,2.286157,0.202768
104.459,6744.972,2.286157,0.202797
104.559,6744.564,2.286157,0.202779
104.659,6744.843,2.286157,0.202723
104.759,6744.222,2.286157,0.202769
104.859,6744.262,2.286157,0.202777
104.959,6744.101,2.286157,0.202767
105.059,6743.313,2.286157,0.202786
105.159,6743.286,2.286157,0.202726
105.259,6743.091,2.286157,0.202733
105.359,6742.926,2.286157,0.20271
105.459,6742.521,2.286157,0.202762
105.559,6742.461,2.286157,0.202833
105.659,6742.311,2.286157,0.202815
105.759,6742.332,2.286157,0.202786
105.859,6741.641,2.286157,0.202794
105.959,6741.716,2.286157,0.202796
106.059,6741.323,2.286157,0.202823
106.159,6740.69,2.286157,0.202819
106.259,6740.866,2.286157,0.20281
106.359,6740.596,2.286157,0.202759
106.459,6740.29,2.286157,0.202782
106.559,6740.331,2.286157,0.202825
106.659,6739.834,2.286157,0.202857
106.759,6739.971,2.286157,0.20279
106.859,6739.527,2.286157,0.202857
106.959,6739.613,2.286157,0.202833
107.059,6739.381,2.286157,0.202857
107.159,6739.133,2.286157,0.202846
107.259,6738.615,2.286157,0.202866
107.359,6738.886,2.286157,0.202812
107.459,6738.751,2.286157,0.202867
107.559,6738.617,2.286157,0.202788
107.659,6737.545,2.286157,0.202843
107.759,6737.705,2.286157,0.202813
107.859,6737.9,2.286157,0.202908
107.959,6737.414,2.286157,0.202869
108.059,6737.369,2.286157,0.202866
108.159,6736.905,2.286157,0.202906
108.259,6737.262,2.286157,0.202798
108.359,6736.714,2.286157,0.202865
108.459,6737.026,2.286157,0.202874
108.559,6736.426,2.286157,0.202868
108.659,6736.457,2.286157,0.202869
108.759,6736.094,2.286157,0.202917
108.859,6736.117,2.286157,0.202906
108.959,6735.731,2.286157,0.202842
109.059,6735.535,2.286157,0.202871
109.159,6735.11,2.286157,0.202848
109.259,6735.159,2.286157,0.202795
109.359,6734.554,2.286157,0.202882
109.459,6734.85,2.286157,0.202828
109.559,6734.462,2.286157,0.202892
109.659,6734.66,2.286157,0.202949
109.759,6734.617,2.286157,0.202918
109.859,6734.295,2.286157,0.202905
109.959,6733.928,2.286157,0.202904
110.059,6733.388,2.286157,0.202919
110.159,6733.528,2.286157,0.202892
110.259,6733.459,2.286157,0.202965
110.359,6733.69,2.286157,0.202924
110.459,6733.13,2.286157,0.202959
110.559,6733.116,2.286157,0.202865
110.659,6732.898,2.286157,0.202936
110.759,6732.924,2.286157,0.202921
110.859,6732.653,2.286157,0.202922
110.959,6732.13,2.286157,0.202964
111.059,6731.933,2.286157,0.202806
111.159,6732.745,2.286157,0.202935
111.259,6731.777,2.286157,0.202936
111.359,6731.663,2.286157,0.202887
111.459,6731.516,2.286157,0.202901
111.559,6731.544,2.286157,0.202891
111.659,6730.975,2.286157,0.202978
111.759,6731.293,2.286157,0.202902
111.859,6731.26,2.286157,0.202808
111.959,6730.774,2.286157,0.202894
112.059,6730.549,2.286157,0.202978
112.159,6730.279,2.286157,0.202844
112.259,6730.444,2.286157,0.202894
112.359,6730.178,2.286157,0.202886
112.459,6730.337,2.286157,0.202827
112.559,6730.328,2.286157,0.202895
112.659,6729.466,2.286157,0.20288
112.759,6729.769,2.286157,0.202959
112.859,6729.626,2.286157,0.202951
112.959,6729.496,2.286157,0.202889
113.059,6729.505,2.286157,0.202906
113.159,6729.175,2.286157,0.202942
113.259,6729.33,2.286157,0.202969
113.359,6729.068,2.286157,0.20295
113.459,6728.771,2.286157,0.202924
113.559,6728.858,2.286157,0.202968
113.659,6728.604,2.286157,0.202822
113.759,6728.479,2.286157,0.202889
113.859,6728.15,2.286157,0.202951
113.959,6727.695,2.286157,0.202978
114.059,6728.09,2.286157,0.202946
114.159,6727.776,2.286157,0.202894
114.259,6727.94,2.286157,0.202882
114.359,6727.333,2.286157,0.202974
114.459,6727.258,2.286157,0.20289
114.559,6726.864,2.286157,0.202922
114.659,6727.272,2.286157,0.202913
114.759,6727.063,2.286157,0.20285
114.859,6726.829,2.286157,0.202985
114.959,6726.718,2.286157,0.202937
115.059,6726.629,2.286157,0.20293
115.159,6726.654,2.286157,0.202957
115.259,6726.424,2.286157,0.203018
115.359,6726.255,2.286157,0.202923
115.459,6726.387,2.286157,0.203004
115.559,6726.167,2.286157,0.203018
115.659,6725.833,2.286157,0.203025
115.759,6726.304,2.286157,0.203108
115.859,6725.896,2.286157,0.202985
115.959,6725.614,2.286157,0.203018
116.059,6725.781,2.286157,0.202923
116.159,6725.592,2.286157,0.203026
116.259,6725.882,2.286157,0.203028
116.359,6725.563,2.286157,0.203003
116.459,6725.234,2.286157,0.203005
116.559,6725.131,2.286157,0.202955
116.659,6725.43,2.286157,0.202953
116.759,6724.575,2.286157,0.202908
116.859,6724.979,2.286157,0.202998
116.959,6724.924,2.286157,0.202907
117.059,6724.713,2.286157,0.202949
117.159,6724.43,2.286157,0.202899
117.259,6723.708,2.286097,0.203005
117.359,6723.633,2.286097,0.203002
117.459,6723.795,2.286097,0.202912
117.559,6724.175,2.286097,0.203
117.659,6723.33,2.286097,0.202955
117.759,6723.262,2.286097,0.202967
117.859,6723.355,2.286097,0.203056
117.959,6723.307,2.286097,0.203089
118.059,6723.263,2.286097,0.202899
118.159,6723.351,2.286097,0.202982
118.259,6722.96,2.286097,0.202988
118.359,6723.014,2.286097,0.202994
118.459,6722.777,2.286097,0.20308
118.559,6722.743,2.286097,0.202971
118.659,6722.914,2.286097,0.203011
118.759,6722.698,2.286097,0.20302
118.859,6722.021,2.286097,0.203041
118.959,6722.254,2.286097,0.203026
119.059,6722.204,2.286097,0.203041
119.159,6722.026,2.286097,0.203049
119.259,6722.21,2.286097,0.203045
119.359,6721.81,2.286097,0.203113
119.459,6721.957,2.286097,0.203054
119.559,6721.911,2.286097,0.203065
119.659,6721.379,2.286097,0.203045
119.759,6720.896,2.286097,0.203049
119.859,6720.999,2.286097,0.203067
119.959,6720.785,2.286097,0.203104
120.059,6721.486,2.286097,0.203054
120.159,6720.913,2.286097,0.203119
120.259,6720.875,2.286097,0.203076
120.359,6720.588,2.286097,0.203143
120.459,6720.65,2.286097,0.203081
120.559,6720.549,2.286097,0.203087
120.659,6720.572,2.286097,0.203055
120.759,6720.427,2.286097,0.203112
120.859,6719.781,2.286097,0.20311
120.959,6720.377,2.286097,0.203014
121.059,6720.116,2.286097,0.203058
121.159,6720.041,2.286097,0.203054
121.259,6719.721,2.286097,0.203062
121.359,6719.474,2.286097,0.202991
121.459,6719.579,2.286097,0.203025
121.559,6719.556,2.286097,0.203086
121.659,6719.61,2.286097,0.202986
121.759,6719.222,2.286097,0.203068
121.859,6719.064,2.286097,0.203004
121.959,6718.907,2.286097,0.203057
122.059,6718.959,2.286097,0.20306
122.159,6719.122,2.286097,0.203083
122.259,6718.937,2.286097,0.203044
122.359,6719.678,2.286097,0.203037
122.459,6717.716,2.286097,0.203064
122.559,6717.195,2.286097,0.203121
122.659,6716.932,2.286097,0.203063
122.759,6716.79,2.286097,0.202987
122.859,6716.712,2.286097,0.203044
122.959,6716.204,2.286097,0.203005
123.059,6716.334,2.286097,0.203068
123.159,6716.308,2.286097,0.203087
123.259,6716.374,2.286097,0.202997
123.359,6716.03,2.286097,0.20306
123.459,6716.11,2.286097,0.203052
123.559,6715.676,2.286097,0.20304
123.659,6716.167,2.286097,0.202986
123.759,6716.391,2.286097,0.202979
123.859,6716.074,2.286097,0.203076
123.959,6715.253,2.286097,0.202989
124.059,6715.274,2.286097,0.203024
124.159,6715.667,2.286097,0.203083
124.259,6715.219,2.286097,0.203141
124.359,6715.392,2.286097,0.203101
124.459,6715.232,2.286097,0.203029
124.559,6715.559,2.286097,0.203064
124.659,6715.382,2.286097,0.203014
124.759,6714.835,2.286097,0.203014
124.859,6714.773,2.286097,0.203038
124.959,6714.706,2.286097,0.203038
125.059,6714.613,2.286097,0.203067
125.159,6714.81,2.286097,0.203041
125.259,6714.103,2.286097,0.203064
125.359,6714.512,2.286097,0.2031
125.459,6714.26,2.286097,0.203122
125.559,6714.139,2.286097,0.203244
125.659,6713.38,2.286097,0.203447
125.759,6713.155,2.286097,0.203228
125.859,6713.817,2.286097,0.203352
125.959,6713.371,2.286097,0.202991
126.059,6713.499,2.286097,0.203283
126.159,6713.524,2.286097,0.203324
126.259,6713.318,2.286097,0.203861
126.359,6712.688,2.286097,0.20349
126.459,6712.703,2.286097,0.202355
126.559,6712.797,2.286097,0.199701
126.659,6712.562,2.286097,0.198723
126.759,6712.613,2.286097,0.197388
126.859,6712.357,2.286097,0.195069
126.959,6711.95,2.286097,0.193988
127.059,6712.419,2.286097,0.194108
127.159,6712.3,2.286097,0.193761
127.259,6712.045,2.286097,0.191704
127.359,6711.707,2.286097,0.190112
127.459,6711.45,2.286097,0.189501
127.559,6711.725,2.286097,0.187528
127.659,6710.919,2.286097,0.187279
127.759,6710.449,2.286097,0.190252
127.859,6710.773,2.286097,0.188437
127.959,6710.744,2.286097,0.188497
128.059,6710.869,2.286097,0.191406
128.159,6710.066,2.286097,0.191125
128.259,6709.804,2.286097,0.189924
128.359,6709.896,2.286097,0.19017
128.459,6709.79,2.286097,0.191211
128.559,6709.886,2.286097,0.191038
128.659,6710.102,2.286097,0.190976
128.759,6710.11,2.286097,0.19034
128.859,6709.942,2.286097,0.188563
128.959,6709.682,2.286097,0.186594
129.059,6709.595,2.286097,0.185358
129.159,6709.51,2.286097,0.180681
129.259,6709.37,2.286097,0.178199
129.359,6708.98,2.286097,0.178621
129.459,6708.826,2.286097,0.191073
129.559,6708.34,2.286097,-1.16992
129.659,6708.243,2.286097,-1.59932
129.759,6708.408,2.286097,-0.3806
129.859,6708.428,2.286097,1.225665
129.959,6707.857,2.286097,0.514921
130.059,6707.711,2.286097,0.420763
130.159,6708.417,2.286097,0.253331
130.259,6707.745,2.286097,0.377126
130.359,6707.683,2.286097,0.222203
130.459,6707.636,2.286097,0.328082
130.559,6707.601,2.286097,0.384676
130.659,6707.556,2.286097,0.297845
130.759,6707.388,2.286097,0.255902
130.859,6707.063,2.286097,0.270729
130.959,6708.072,2.286097,0.315407
131.059,6707.121,2.286097,0.419588
131.159,6707.346,2.286097,0.481326
131.259,6707.125,2.286097,0.515318
131.359,6707.044,2.286097,0.359295
131.459,6707.469,2.286097,0.354261
131.559,6707.037,2.286097,0.476169
131.659,6707.083,2.286097,0.348009
131.759,6706.875,2.286097,0.073604
131.859,6707.024,2.286097,0.250232
131.959,6706.704,2.286097,0.027646
132.059,6706.954,2.286097,0.314286
132.159,6706.747,2.286097,0.021633
132.259,6706.891,2.286097,-1.81676
132.359,6706.512,2.286097,-1.2805
132.459,6706.673,2.286097,-0.7441
132.559,6706.248,2.286097,-1.24536
132.659,6706.018,2.286097,-1.12406
132.759,6705.896,2.286097,-1.12251
132.859,6706.106,2.286097,-1.12788
132.959,6705.739,2.286097,-1.12943
133.059,6705.848,2.286097,-1.12957
133.159,6705.664,2.286097,-1.12972
133.259,6705.574,2.286097,-1.12953
133.359,6706.087,2.286097,-1.12911
133.459,6705.475,2.286097,-1.12918
133.559,6705.744,2.286097,-1.12896
133.659,6705.695,2.286097,-1.12873
133.759,6705.503,2.286097,-1.12875
133.859,6705.638,2.286097,-1.12898
133.959,6705.451,2.286097,-1.12855
134.059,6705.319,2.286097,-1.12808
134.159,6705.571,2.286097,-1.12779
134.259,6704.989,2.286097,-1.12815
134.359,6704.756,2.286097,-1.1281
134.459,6705.035,2.286097,-1.1275
134.559,6705.253,2.286097,-1.12742
134.659,6704.904,2.286097,-1.12776
134.759,6705.171,2.286097,-1.12598
134.859,6704.944,2.286097,-1.12733
134.959,6705.253,2.286097,-1.12587
135.059,6704.705,2.286097,-1.12681
135.159,6704.854,2.286097,-1.12708
135.259,6704.017,2.286097,-1.12659
135.359,6703.068,2.286097,-1.12515
135.459,6703.111,2.286097,-1.12785
135.559,6703.03,2.286097,-1.12737
135.659,6702.73,2.286097,-1.1271
135.759,6702.091,2.286097,-1.12559
135.859,6703.09,2.286097,-1.12625
135.959,6702.307,2.286097,-1.12732
136.059,6702.593,2.286097,-1.1261
136.159,6702.501,2.286097,-1.1259
136.259,6702.322,2.286097,-1.12605
136.359,6702.56,2.286097,-1.12669
136.459,6702.344,2.286097,-1.12599
136.559,6701.825,2.286097,-1.12571
136.659,6702.656,2.286097,-1.12572
136.759,6702.065,2.286097,-1.1263
136.859,6701.321,2.286097,-1.12577
136.959,6701.941,2.286097,-1.12557
137.059,6702.211,2.286097,-1.12547
137.159,6702.101,2.286097,-1.12585
137.259,6701.501,2.286097,-1.12561
137.359,6701.62,2.286097,-1.12525
137.459,6701.337,2.286097,-1.1253
137.559,6701.464,2.286097,-1.12567
137.659,6700.949,2.286097,-1.1254
137.759,6701.336,2.286097,-1.12512
137.859,6701.412,2.286097,-1.12512
137.959,6701.43,2.286097,-1.12531
138.059,6701.361,2.286097,-1.12518
138.159,6700.882,2.286097,-1.12497
138.259,6701.126,2.286097,-1.12504
138.359,6701.444,2.286097,-1.12509
138.459,6700.948,2.286097,-1.1249
138.559,6700.56,2.286097,-1.1248
138.659,6701.161,2.286097,-1.12494
138.759,6701.068,2.286097,-1.12479
138.859,6700.77,2.286097,-1.12467
138.959,6700.563,2.286097,-1.1247
139.059,6700.897,2.286097,-1.12479
139.159,6700.551,2.286097,-1.12475
139.259,6700.233,2.286097,-1.12461
139.359,6700.203,2.286097,-1.12446
139.459,6700.331,2.286097,-1.12461
139.559,6699.985,2.286097,-1.12456
139.659,6700.283,2.286097,-1.12432
139.759,6700.297,2.286097,-1.12423
139.859,6699.697,2.286097,-1.12442
139.959,6700.241,2.286097,-1.12448
140.059,6700.167,2.286097,-1.12423
140.159,6700.184,2.286097,-1.12418
140.259,6700.203,2.286097,-1.12433
140.359,6699.975,2.286097,-1.12429
140.459,6699.783,2.286097,-1.12413
140.559,6699.5,2.286097,-1.12401
140.659,6699.418,2.286097,-1.12415
140.759,6699.756,2.286097,-1.12396
140.859,6699.397,2.286097,-1.124
140.959,6699.474,2.286097,-1.12399
141.059,6699.039,2.286097,-1.12393
141.159,6699.357,2.286097,-1.12394
141.259,6699.168,2.286097,-1.12376
141.359,6699.251,2.286097,-1.12374
141.459,6699.307,2.286097,-1.12394
141.559,6698.984,2.286097,-1.12376
141.659,6699.22,2.286097,-1.12372
141.759,6699.169,2.286097,-1.12375
141.859,6699.151,2.286097,-1.12369
141.959,6699.089,2.286097,-1.12362
142.059,6698.807,2.286097,-1.12351
142.159,6699.484,2.286097,-1.12343
142.259,6698.945,2.286097,-1.12349
142.359,6699.211,2.286097,-1.12345
142.459,6698.398,2.286097,-1.12347
142.559,6698.791,2.286097,-1.12341
142.659,6698.535,2.286097,-1.12339
142.759,6698.548,2.286097,-1.12335
142.859,6698.615,2.286097,-1.12335
142.959,6698.399,2.286097,-1.12325
143.059,6698.653,2.286097,-1.12323
143.159,6698.823,2.286097,-1.12326
143.259,6698.127,2.286097,-1.12316
143.359,6698.331,2.286097,-1.1232
143.459,6698.049,2.286097,-1.12316
143.559,6697.992,2.286097,-1.12311
143.659,6697.954,2.286097,-1.1231
143.759,6698.26,2.286097,-1.12306
143.859,6697.962,2.286097,-1.12308
143.959,6698.005,2.286097,-1.12296
144.059,6698.123,2.286097,-1.12293
144.159,6697.837,2.286097,-1.12294
144.259,6717.198,2.288182,-1.12291
144.359,6747.481,2.290624,-1.12293
144.459,6776.404,2.293125,-1.12289
144.559,6805.377,2.295686,-1.12284
144.659,6832.978,2.298128,-1.12279
144.759,6859.727,2.30057,-1.12286
144.859,6886.444,2.303131,-1.12278
144.959,6910.737,2.305573,-1.12273
145.059,6930.374,2.308015,-1.12263
145.159,6946.981,2.310516,-1.12275
145.259,6955.316,2.313018,-1.12275
145.359,6954.126,2.315519,-1.12255
145.459,6948.008,2.318021,-1.1226
145.559,6941.917,2.320582,-1.12254
145.659,6936.518,2.323024,-1.12255
145.759,6932.901,2.325466,-1.12239
145.859,6931.67,2.328027,-1.12248
145.959,6929.317,2.330528,-1.12253
146.059,6927.898,2.33297,-1.12245
146.159,6927.537,2.335591,-1.12236
146.259,6926.757,2.338092,-1.12244
146.359,6924.93,2.340594,-1.1225
